Gene  Rule 
g1351    ( g52 or g63 or g438 or g455 or g680 or g724 or g758 or g769 or g883 or g905 or g908 or g981 or g1028 or g1053 or g1094 or g1207 or g1265 or g1301 or g1394 or g1439 )
g1352    ( g64 or g116 or g438 or g585 or g631 or g696 or g716 or g870 or g983 or g1039 or g1053 or g1081 or g1306 or g1349 or g1361 or g1370 or g1405 or g1434 )
g1353    ( g105 or g132 or g313 or g413 or g463 or g487 or g495 or g669 or g685 or g862 or g1104 or g1140 )
g1354    ( g179 or g502 or g1251 or g1308 )
g1355    ( g785 or g1014 or g1016 or g1089 or g1121 or g1309 or g1445 )
g1356    ( g103 or g343 or g539 or g622 or g672 or g1084 or g1132 or g1500 )
g1357    ( g928 or g1490 )
g1358    ( g119 or g342 or g1206 or g1314 )
g1359    ( g73 or g205 or g261 or g365 or g385 or g1493 )
g1360    ( g83 or g145 or g509 or g641 or g1407 )
g1361    ( g156 or g218 or g995 or g1210 or g1253 or g1296 or g1488 )
g1362    ( g2 )
g1363    ( g429 or g576 or g717 )
g1364    ( g96 or g371 or g642 or g696 or g699 or g714 or g735 or g806 or g952 or g1012 or g1073 or g1095 or g1109 or g1131 or g1301 or g1305 or g1317 or g1393 or g1484 )
g1365    ( g717 or g1081 or g1355 or g1387 )
g1366    ( g767 or g1318 or g1495 )
g1367    ( g81 or g635 or g656 )
g1368    ( g91 or g496 or g658 or g704 or g865 or g1351 or g1372 )
g1369    ( g274 or g945 or g1103 or g1209 )
g1370    ( g724 or g1097 or g1111 )
g1371    ( g567 )
g1372    ( g90 or g105 or g178 or g306 or g391 or g591 or g645 or g696 or g697 or g1064 or g1109 or g1371 )
g1373    ( g134 or g194 or g206 or g212 or g299 or g352 or g380 or g567 or g648 or g775 or g929 or g986 or g1116 or g1137 or g1239 or g1334 )
g1374    ( g505 or g591 or g849 or g898 or g1031 or g1043 or g1097 or g1124 or g1168 or g1226 or g1332 )
g1375    ( g499 or g624 or g988 )
g1376    ( g1 or g2 or g4 or g6 or g7 or g9 or g10 or g12 or g13 or g14 or g16 or g19 or g21 or g23 or g25 or g26 or g27 or g30 or g31 or g34 or g35 or g36 or g38 or g39 or g40 or g41 or g43 or g46 or g48 or g50 or g51 or g53 or g63 or g74 or g77 or g78 or g79 or g84 or g87 or g88 or g90 or g91 or g93 or g100 or g106 or g107 or g108 or g109 or g112 or g113 or g115 or g116 or g126 or g127 or g131 or g132 or g136 or g137 or g138 or g144 or g148 or g153 or g154 or g156 or g159 or g160 or g162 or g165 or g166 or g171 or g172 or g182 or g183 or g187 or g189 or g200 or g203 or g204 or g208 or g209 or g210 or g212 or g213 or g216 or g220 or g222 or g223 or g224 or g229 or g230 or g241 or g242 or g243 or g244 or g252 or g253 or g255 or g258 or g259 or g261 or g263 or g267 or g272 or g277 or g280 or g282 or g288 or g290 or g293 or g294 or g295 or g296 or g298 or g305 or g306 or g308 or g311 or g312 or g314 or g316 or g318 or g319 or g320 or g322 or g325 or g326 or g327 or g328 or g329 or g330 or g331 or g333 or g334 or g335 or g336 or g337 or g339 or g340 or g341 or g346 or g347 or g349 or g350 or g351 or g352 or g354 or g357 or g361 or g362 or g363 or g368 or g371 or g372 or g374 or g376 or g378 or g380 or g381 or g382 or g383 or g384 or g385 or g386 or g387 or g388 or g390 or g393 or g394 or g395 or g397 or g398 or g400 or g402 or g403 or g405 or g406 or g410 or g418 or g420 or g425 or g428 or g430 or g431 or g433 or g435 or g438 or g440 or g446 or g447 or g448 or g449 or g451 or g453 or g454 or g455 or g457 or g459 or g462 or g463 or g464 or g466 or g467 or g468 or g471 or g473 or g474 or g476 or g477 or g478 or g479 or g481 or g485 or g486 or g493 or g494 or g497 or g499 or g501 or g502 or g509 or g510 or g515 or g519 or g521 or g522 or g524 or g528 or g535 or g540 or g542 or g544 or g545 or g548 or g551 or g554 or g557 or g559 or g560 or g563 or g565 or g573 or g574 or g576 or g577 or g582 or g583 or g587 or g588 or g589 or g595 or g598 or g603 or g608 or g609 or g610 or g611 or g612 or g618 or g621 or g623 or g628 or g629 or g630 or g633 or g634 or g635 or g637 or g641 or g643 or g647 or g652 or g655 or g657 or g660 or g662 or g663 or g664 or g665 or g667 or g669 or g671 or g674 or g675 or g676 or g679 or g680 or g681 or g683 or g686 or g687 or g689 or g692 or g695 or g697 or g698 or g700 or g701 or g703 or g704 or g709 or g710 or g712 or g716 or g720 or g721 or g727 or g728 or g729 or g731 or g734 or g736 or g741 or g742 or g743 or g745 or g746 or g751 or g755 or g757 or g763 or g768 or g769 or g772 or g774 or g775 or g779 or g780 or g781 or g784 or g785 or g789 or g793 or g794 or g798 or g800 or g801 or g809 or g811 or g812 or g814 or g815 or g822 or g823 or g824 or g826 or g827 or g829 or g834 or g835 or g838 or g839 or g840 or g846 or g847 or g853 or g854 or g858 or g860 or g862 or g863 or g864 or g865 or g866 or g869 or g875 or g877 or g878 or g880 or g885 or g887 or g888 or g890 or g892 or g898 or g899 or g902 or g903 or g906 or g913 or g915 or g917 or g922 or g924 or g925 or g927 or g928 or g934 or g936 or g938 or g940 or g943 or g946 or g948 or g951 or g952 or g953 or g954 or g962 or g965 or g966 or g973 or g974 or g976 or g977 or g978 or g980 or g982 or g985 or g988 or g990 or g992 or g993 or g995 or g1001 or g1002 or g1010 or g1012 or g1013 or g1016 or g1018 or g1019 or g1020 or g1025 or g1026 or g1027 or g1029 or g1030 or g1032 or g1033 or g1035 or g1042 or g1043 or g1045 or g1050 or g1051 or g1052 or g1053 or g1054 or g1056 or g1058 or g1059 or g1062 or g1063 or g1066 or g1070 or g1072 or g1075 or g1077 or g1080 or g1082 or g1087 or g1089 or g1091 or g1092 or g1094 or g1095 or g1100 or g1101 or g1102 or g1104 or g1105 or g1106 or g1108 or g1111 or g1114 or g1117 or g1119 or g1121 or g1124 or g1126 or g1128 or g1131 or g1133 or g1137 or g1142 or g1144 or g1145 or g1147 or g1148 or g1151 or g1153 or g1155 or g1156 or g1158 or g1161 or g1163 or g1164 or g1169 or g1172 or g1174 or g1175 or g1176 or g1177 or g1178 or g1179 or g1181 or g1183 or g1184 or g1185 or g1186 or g1188 or g1192 or g1194 or g1195 or g1196 or g1197 or g1201 or g1205 or g1207 or g1214 or g1216 or g1218 or g1222 or g1224 or g1225 or g1226 or g1229 or g1230 or g1231 or g1233 or g1237 or g1238 or g1239 or g1243 or g1246 or g1248 or g1249 or g1250 or g1251 or g1253 or g1254 or g1256 or g1257 or g1258 or g1259 or g1261 or g1262 or g1263 or g1265 or g1268 or g1269 or g1270 or g1274 or g1276 or g1278 or g1279 or g1282 or g1283 or g1284 or g1286 or g1288 or g1289 or g1291 or g1292 or g1293 or g1294 or g1296 or g1300 or g1301 or g1302 or g1303 or g1304 or g1305 or g1306 or g1308 or g1310 or g1312 or g1313 or g1315 or g1316 or g1318 or g1322 or g1324 or g1325 or g1326 or g1330 or g1331 or g1335 or g1336 or g1339 or g1343 or g1344 or g1345 or g1346 or g1354 or g1357 or g1358 or g1359 or g1363 or g1364 or g1365 or g1367 or g1369 or g1371 or g1375 or g1377 or g1378 or g1379 or g1381 or g1382 or g1384 or g1385 or g1387 or g1388 or g1391 or g1392 or g1393 or g1396 or g1397 or g1399 or g1401 or g1402 or g1403 or g1406 or g1407 or g1409 or g1413 or g1415 or g1416 or g1418 or g1419 or g1420 or g1421 or g1422 or g1423 or g1424 or g1425 or g1426 or g1427 or g1431 or g1436 or g1437 or g1439 or g1440 or g1442 or g1443 or g1444 or g1448 or g1449 or g1453 or g1455 or g1456 or g1457 or g1459 or g1460 or g1461 or g1462 or g1465 or g1468 or g1469 or g1470 or g1472 or g1473 or g1478 or g1479 or g1482 or g1483 or g1486 or g1487 or g1490 or g1492 or g1495 or g1496 or g1498 or g1499 or g1500 )
g1377    ( g105 or g650 or g826 or g912 or g913 or g1248 )
g1378    ( g7 or g892 or g1109 or g1395 )
g1379    ( g376 or g1007 or g1415 )
g1380    ( g1 or g168 or g196 or g439 or g698 or g1267 )
g1381    ( g41 or g95 or g270 or g543 or g648 or g782 or g1372 )
g1382    ( g700 or g702 or g1132 or g1339 or g1387 or g1490 )
g1383    ( g9 or g10 or g16 or g22 or g23 or g26 or g32 or g43 or g48 or g52 or g63 or g70 or g81 or g86 or g87 or g89 or g90 or g91 or g105 or g108 or g111 or g120 or g130 or g135 or g138 or g152 or g160 or g161 or g166 or g167 or g168 or g171 or g179 or g183 or g185 or g190 or g192 or g199 or g202 or g218 or g229 or g235 or g241 or g245 or g250 or g252 or g253 or g256 or g257 or g268 or g271 or g284 or g286 or g287 or g294 or g300 or g305 or g313 or g315 or g319 or g321 or g324 or g328 or g330 or g331 or g332 or g333 or g342 or g370 or g371 or g375 or g382 or g387 or g391 or g394 or g401 or g412 or g417 or g418 or g422 or g425 or g429 or g437 or g446 or g449 or g452 or g465 or g468 or g478 or g479 or g482 or g488 or g489 or g491 or g499 or g505 or g510 or g512 or g518 or g540 or g543 or g545 or g551 or g555 or g563 or g565 or g570 or g573 or g577 or g580 or g582 or g587 or g591 or g599 or g601 or g607 or g608 or g611 or g613 or g622 or g636 or g637 or g638 or g642 or g645 or g649 or g654 or g657 or g663 or g670 or g680 or g696 or g704 or g719 or g731 or g737 or g739 or g744 or g747 or g750 or g757 or g758 or g762 or g769 or g773 or g778 or g788 or g820 or g826 or g835 or g848 or g851 or g858 or g861 or g865 or g868 or g870 or g871 or g879 or g885 or g890 or g893 or g897 or g898 or g902 or g906 or g914 or g920 or g923 or g928 or g933 or g939 or g943 or g947 or g981 or g991 or g993 or g1003 or g1004 or g1006 or g1008 or g1012 or g1024 or g1031 or g1032 or g1035 or g1037 or g1038 or g1048 or g1054 or g1057 or g1062 or g1077 or g1086 or g1087 or g1089 or g1091 or g1095 or g1099 or g1104 or g1108 or g1116 or g1129 or g1133 or g1140 or g1146 or g1154 or g1166 or g1170 or g1171 or g1172 or g1177 or g1178 or g1184 or g1187 or g1190 or g1205 or g1210 or g1215 or g1217 or g1222 or g1231 or g1233 or g1239 or g1244 or g1246 or g1248 or g1254 or g1257 or g1271 or g1275 or g1277 or g1278 or g1279 or g1281 or g1285 or g1290 or g1294 or g1301 or g1308 or g1310 or g1313 or g1320 or g1324 or g1338 or g1343 or g1345 or g1347 or g1352 or g1353 or g1356 or g1359 or g1366 or g1379 or g1387 or g1390 or g1391 or g1398 or g1407 or g1412 or g1414 or g1416 or g1431 or g1437 or g1442 or g1444 or g1445 or g1456 or g1457 or g1466 or g1469 or g1474 or g1476 or g1477 or g1480 or g1481 or g1484 or g1485 or g1487 or g1488 or g1490 or g1491 or g1499 )
g1384    ( g234 or g409 or g628 or g1203 or g1428 )
g1385    ( g65 or g180 or g235 or g347 or g661 or g727 or g815 or g877 or g1080 or g1106 or g1198 or g1263 or g1414 or g1436 )
g1386    ( g211 or g521 or g1032 or g1084 or g1306 )
g1387    ( g715 )
g1388    ( g39 or g270 or g414 or g555 or g613 or g620 or g621 or g873 or g901 or g950 or g1007 or g1030 or g1052 or g1077 or g1217 or g1221 or g1406 or g1415 or g1482 or g1486 )
g1389    ( g52 or g59 or g94 or g113 or g123 or g162 or g174 or g229 or g247 or g249 or g304 or g325 or g332 or g342 or g347 or g359 or g363 or g367 or g373 or g380 or g389 or g468 or g510 or g531 or g539 or g540 or g571 or g633 or g634 or g639 or g649 or g662 or g669 or g675 or g678 or g679 or g694 or g706 or g716 or g723 or g729 or g755 or g791 or g821 or g861 or g869 or g876 or g880 or g883 or g897 or g906 or g913 or g918 or g925 or g967 or g976 or g983 or g1010 or g1169 or g1182 or g1215 or g1227 or g1298 or g1324 or g1363 or g1374 or g1380 or g1398 or g1414 or g1423 or g1424 or g1434 or g1442 or g1451 or g1457 or g1464 or g1472 or g1482 or g1485 or g1498 or g1499 )
g1390    ( g191 or g231 or g694 or g991 or g1438 )
g1391    ( g222 or g499 or g850 or g1092 or g1413 )
g1392    ( g818 or g1500 )
g1393    ( g29 or g43 or g62 or g73 or g89 or g90 or g125 or g173 or g201 or g224 or g235 or g242 or g258 or g262 or g278 or g295 or g329 or g349 or g354 or g384 or g387 or g414 or g419 or g427 or g438 or g439 or g442 or g444 or g452 or g464 or g476 or g511 or g527 or g537 or g594 or g598 or g600 or g617 or g644 or g651 or g676 or g679 or g693 or g704 or g720 or g750 or g756 or g760 or g762 or g773 or g796 or g813 or g827 or g843 or g844 or g854 or g866 or g874 or g893 or g909 or g913 or g935 or g952 or g1000 or g1015 or g1019 or g1026 or g1033 or g1053 or g1074 or g1079 or g1094 or g1102 or g1106 or g1125 or g1140 or g1148 or g1152 or g1173 or g1182 or g1186 or g1204 or g1206 or g1210 or g1215 or g1277 or g1311 or g1320 or g1344 or g1349 or g1352 or g1386 or g1388 or g1391 or g1404 or g1422 or g1437 or g1441 or g1442 or g1444 or g1449 or g1462 or g1464 or g1486 or g1492 )
g1394    ( g184 or g394 or g540 or g1216 )
g1395    ( g450 )
g1396    ( g179 or g273 or g300 or g344 or g421 or g453 or g866 or g1458 or g1489 )
g1397    ( g264 or g320 or g353 or g354 or g377 or g574 or g1241 or g1266 or g1351 or g1418 )
g1398    ( g246 or g280 or g421 or g727 or g863 or g1168 or g1358 )
g1399    ( g470 or g506 or g543 or g573 or g640 or g718 or g849 or g1119 or g1205 or g1319 )
g1400    ( g13 or g331 or g470 or g1107 or g1152 or g1384 )
g1401    ( g37 or g41 or g65 or g473 or g899 or g1402 )
g1402    ( g102 or g1019 )
g1403    ( g250 or g416 or g438 or g668 or g797 or g895 or g1092 or g1225 or g1415 )
g1404    ( g9 or g18 or g85 or g87 or g97 or g107 or g118 or g122 or g193 or g218 or g229 or g290 or g300 or g323 or g331 or g354 or g394 or g400 or g430 or g469 or g536 or g579 or g589 or g619 or g631 or g637 or g664 or g696 or g701 or g743 or g751 or g781 or g806 or g811 or g813 or g826 or g834 or g838 or g841 or g867 or g877 or g880 or g901 or g920 or g934 or g945 or g976 or g985 or g1033 or g1112 or g1134 or g1142 or g1150 or g1182 or g1195 or g1202 or g1328 or g1332 or g1397 or g1417 or g1466 or g1470 or g1471 )
g1405    ( g85 or g160 or g522 or g925 or g1211 )
g1406    ( g164 or g273 or g284 or g432 or g503 or g550 or g639 or g987 or g1093 or g1125 or g1282 )
g1407    ( g120 or g286 or g348 or g419 or g770 or g1104 or g1346 )
g1408    ( g355 or g730 or g898 or g1216 or g1228 or g1329 or g1421 )
g1409    ( g763 or g819 or g1198 or g1261 or g1310 )
g1410    ( g182 or g441 or g487 or g563 or g567 or g624 or g684 or g843 or g1145 or g1175 or g1280 or g1344 )
g1411    ( g9 or g13 or g20 or g31 or g41 or g54 or g63 or g65 or g66 or g73 or g74 or g80 or g81 or g82 or g91 or g93 or g119 or g122 or g128 or g129 or g149 or g154 or g165 or g176 or g178 or g186 or g187 or g190 or g208 or g212 or g220 or g222 or g223 or g226 or g233 or g237 or g238 or g249 or g268 or g281 or g282 or g303 or g309 or g310 or g314 or g326 or g330 or g334 or g342 or g346 or g351 or g352 or g356 or g358 or g370 or g371 or g372 or g399 or g400 or g401 or g402 or g408 or g414 or g425 or g427 or g435 or g438 or g445 or g448 or g463 or g464 or g466 or g480 or g500 or g511 or g520 or g523 or g529 or g533 or g536 or g537 or g542 or g546 or g552 or g560 or g564 or g575 or g583 or g589 or g592 or g598 or g611 or g619 or g621 or g631 or g633 or g641 or g643 or g647 or g649 or g652 or g656 or g662 or g663 or g676 or g678 or g680 or g684 or g687 or g688 or g691 or g692 or g707 or g710 or g712 or g715 or g720 or g728 or g730 or g732 or g734 or g745 or g746 or g750 or g756 or g759 or g776 or g780 or g795 or g798 or g802 or g805 or g809 or g811 or g821 or g836 or g857 or g865 or g869 or g870 or g875 or g899 or g909 or g915 or g918 or g940 or g945 or g946 or g952 or g955 or g974 or g982 or g989 or g990 or g999 or g1005 or g1019 or g1039 or g1043 or g1045 or g1047 or g1049 or g1050 or g1057 or g1063 or g1064 or g1065 or g1078 or g1079 or g1080 or g1081 or g1087 or g1088 or g1109 or g1116 or g1120 or g1122 or g1123 or g1124 or g1126 or g1128 or g1130 or g1143 or g1150 or g1155 or g1156 or g1167 or g1168 or g1169 or g1174 or g1175 or g1184 or g1197 or g1199 or g1203 or g1207 or g1208 or g1209 or g1227 or g1234 or g1240 or g1241 or g1244 or g1245 or g1247 or g1251 or g1254 or g1255 or g1267 or g1268 or g1269 or g1271 or g1276 or g1277 or g1282 or g1283 or g1284 or g1291 or g1297 or g1300 or g1301 or g1302 or g1304 or g1305 or g1306 or g1309 or g1313 or g1320 or g1326 or g1327 or g1333 or g1337 or g1338 or g1342 or g1347 or g1352 or g1354 or g1360 or g1361 or g1362 or g1366 or g1371 or g1373 or g1374 or g1375 or g1378 or g1380 or g1381 or g1382 or g1383 or g1384 or g1386 or g1403 or g1406 or g1408 or g1412 or g1413 or g1414 or g1416 or g1417 or g1421 or g1425 or g1430 or g1438 or g1454 or g1461 or g1462 or g1464 or g1465 or g1467 or g1468 or g1469 or g1480 or g1481 or g1482 or g1484 or g1486 or g1489 or g1492 or g1499 )
g1412    ( g256 or g543 or g687 or g754 or g1016 or g1256 or g1479 )
g1413    ( g419 or g432 or g756 or g834 or g836 or g1257 or g1307 or g1473 or g1495 )
g1414    ( g57 or g569 or g750 or g814 or g1033 or g1036 or g1186 or g1405 )
g1415    ( g59 or g82 or g496 or g500 or g678 or g688 or g850 or g1124 or g1227 or g1314 or g1362 )
g1416    ( g488 or g677 or g679 or g779 or g813 or g1041 or g1109 or g1187 or g1315 )
g1417    ( g202 or g1179 or g1465 )
g1418    ( g194 or g273 or g336 or g607 or g628 or g1136 or g1479 or g1483 or g1492 )
g1419    ( g413 or g769 or g864 or g1085 or g1136 )
g1420    ( g34 or g247 or g538 or g827 or g957 or g1484 )
g1421    ( g290 or g395 or g459 or g1259 or g1419 )
g1422    ( g241 or g617 or g1132 or g1439 )
g1423    ( g251 or g271 or g607 or g657 or g682 or g840 or g1260 or g1360 or g1393 )
g1424    ( g11 or g66 or g157 or g459 or g489 or g528 or g608 or g644 or g771 or g811 or g819 or g960 or g981 or g1062 or g1065 or g1131 or g1317 or g1368 or g1421 )
